candidate_id,anchor_id,anchor,priority_rank,surface_form,normalized_form,normalized_concept,concept_id,concept_definition,lexical_form_id,lexical_family,family_id,layer,primary_voice,expression_mode,candidate_provenance,ngram_measurement_id,ngram_measurement_form,ngram_mapping_type,ngram_query_id,ngram_mapping_reason,source_report,source_page,provenance_status
FT-SEED-R1B-P-0607-17,FT-A0607,2006–2007,17,hunger,hunger,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-5BABA4FB9415,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-17; original visible ID not available",FT-NGM-5BABA4FB941579,hunger,EXACT,FT-Q-V01-077,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-18,FT-A0607,2006–2007,18,water shortages,water shortages,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-53018262148A,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-18; original visible ID not available",FT-NGM-53018262148A66,water shortages,EXACT,FT-Q-V01-078,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-19,FT-A0607,2006–2007,19,coastal flooding,coastal flooding,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-513E6CCF9721,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-19; original visible ID not available",FT-NGM-513E6CCF972191,coastal flooding,EXACT,FT-Q-V01-079,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-20,FT-A0607,2006–2007,20,worst impacts,worst impacts,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-FDB963F012C1,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-20; original visible ID not available",FT-NGM-FDB963F012C174,worst impacts,EXACT,FT-Q-V01-080,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-21,FT-A0607,2006–2007,21,Be Worried. Be Very Worried.,be worried. be very worried.,prescribed worry,FT-C-PRESCRIBED_WORRY,Worry explicitly prescribed to an audience by a communicator.,FT-LF-BE_WORRIED,worry,FT-F07,C,V3,E1,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-21; original visible ID not available",FT-NGM-339EC9F25C3787,be worried be very worried,NORMALIZED_VARIANT,FT-Q-V01-141,Sentence punctuation and capitalization are removed while the complete wording is preserved.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-22,FT-A0607,2006–2007,22,personally worry,personally worry,elicited worry category,FT-C-ELICITED_WORRY_CATEGORY,Worry wording supplied by a survey or other instrument.,FT-LF-PERSONALLY_WORRY,worry,FT-F07,C,V5,E3,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-22; original visible ID not available",FT-NGM-035E86217E0C59,personally worry,EXACT,FT-Q-P180-08820811A990,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-23,FT-A0607,2006–2007,23,worry a great deal,worry a great deal,elicited worry category,FT-C-ELICITED_WORRY_CATEGORY,Worry wording supplied by a survey or other instrument.,FT-LF-P180-36474AEDB2ED,worry,FT-F07,C,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-23; original visible ID not available",FT-NGM-36474AEDB2EDAE,worry a great deal,EXACT,FT-Q-P180-3A4C9CAB7A27,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-24,FT-A0607,2006–2007,24,serious problem,serious problem,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-0019D3023F07,harm_loss_consequences,FT-F14,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-24; original visible ID not available",FT-NGM-0019D3023F07AA,serious problem,EXACT,FT-Q-P180-E3A808A6D063,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-25,FT-A0607,2006–2007,25,danger,danger,hazard evaluation,FT-C-HAZARD_EVALUATION,Danger or threat evaluation of a specified hazard.,FT-LF-DANGER,danger_threat,FT-F11,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-25; original visible ID not available",FT-NGM-123FD666AA39D3,danger,EXACT,FT-Q-P180-D66C22728199,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-26,FT-A0607,2006–2007,26,urgent threat,urgent threat,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-P180-54BC12F2B578,danger_threat,FT-F11,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-26; original visible ID not available",FT-NGM-54BC12F2B57810,urgent threat,EXACT,FT-Q-P180-98AE32748827,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-27,FT-A0607,2006–2007,27,dangerous impacts,dangerous impacts,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-P180-321C3B4C7B39,danger_threat,FT-F11,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-27; original visible ID not available",FT-NGM-321C3B4C7B3933,dangerous impacts,EXACT,FT-Q-P180-70F007765CE8,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-28,FT-A0607,2006–2007,28,drastic action,drastic action,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-P180-2598820C819F,harm_loss_consequences,FT-F14,D,V5,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-28; original visible ID not available",FT-NGM-2598820C819FBF,drastic action,EXACT,FT-Q-P180-474C80D4E4A5,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-29,FT-A0607,2006–2007,29,dangerous climate change,dangerous climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-P180-8C9F976F7593,climate,FT-F04,D,V4,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-29; original visible ID not available",FT-NGM-8C9F976F75935B,dangerous climate change,EXACT,FT-Q-P180-F88C2B918C1B,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-0607-30,FT-A0607,2006–2007,30,threatens serious negative effects,threatens serious negative effects,institutional climate threat,FT-C-INSTITUTIONAL_CLIMATE_THREAT,Climate change framed as an institutional threat.,FT-LF-P180-CB4737FF4DB7,danger_threat,FT-F11,D,V4,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.10; project candidate FT-SEED-R1B-P-0607-30; original visible ID not available",FT-NGM-CB4737FF4DB799,threatens serious negative effects,EXACT,FT-Q-P180-6C32D3302148,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",10,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-01,FT-A2015,2015,1,climate change,climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-CLIMATE_CHANGE,climate,FT-F04,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-01; original visible ID not available",FT-NGM-F28D567CF5453B,climate change,EXACT,FT-Q-V01-081,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-02,FT-A2015,2015,2,threat of climate change,threat of climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-Q-93D1EFB3B9F9,climate,FT-F04,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-02; original visible ID not available",FT-NGM-93D1EFB3B9F9B7,threat of climate change,EXACT,FT-Q-V01-082,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-03,FT-A2015,2015,3,global average temperature,global average temperature,global aggregate temperature,FT-C-GLOBAL_AGGREGATE_TEMPERATURE,A global-scale aggregate temperature metric.,FT-LF-GLOBAL_AVERAGE_TEMPERATURE,temperature_threshold,FT-F01,A,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-03; original visible ID not available",FT-NGM-F03391693DAA87,global average temperature,EXACT,FT-Q-V01-083,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-04,FT-A2015,2015,4,well below 2°C above pre-industrial levels,well below 2°c above pre-industrial levels,2°C threshold,FT-C-TEMPERATURE_THRESHOLD_2C,A governed two-degree temperature limit or threshold.,FT-LF-Q-767E300E0145,temperature_threshold,FT-F01,A,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-04; original visible ID not available",FT-NGM-E8BA3FAE74A316,well below two degrees above pre-industrial levels,VALIDATED_ALIAS,FT-Q-V01-084,The symbolic temperature is verbalized for the Ngram interface without changing the treaty threshold relation.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-05,FT-A2015,2015,5,1.5°C above pre-industrial levels,1.5°c above pre-industrial levels,1.5°C threshold,FT-C-TEMPERATURE_THRESHOLD_1_5C,A governed one-and-a-half-degree temperature limit or threshold.,FT-LF-Q-CC5EECC016B1,temperature_threshold,FT-F01,A,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-05; original visible ID not available",FT-NGM-44F3404C6E272D,one point five degrees above pre-industrial levels,VALIDATED_ALIAS,FT-Q-V01-085,The decimal degree notation is verbalized for the Ngram interface without changing the treaty threshold relation.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-06,FT-A2015,2015,6,pre-industrial levels,pre-industrial levels,historical climate / climatological condition,FT-C-HISTORICAL_CLIMATE_CONDITION,"Climate as a historical, geographical, seasonal, or climatological condition.",FT-LF-Q-40BC740ADD3F,climate,FT-F04,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-06; original visible ID not available",FT-NGM-40BC740ADD3F21,pre-industrial levels,EXACT,FT-Q-V01-086,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-07,FT-A2015,2015,7,risks and impacts,risks and impacts,administrative risk assessment,FT-C-ADMINISTRATIVE_RISK_ASSESSMENT,Risk managed or assessed through institutional procedure.,FT-LF-Q-CF50ABC0D447,risk,FT-F12,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-07; original visible ID not available",FT-NGM-CF50ABC0D447C5,risks and impacts,EXACT,FT-Q-V01-087,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-08,FT-A2015,2015,8,adverse impacts,adverse impacts,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-9BBD897785E2,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-08; original visible ID not available",FT-NGM-9BBD897785E2C2,adverse impacts,EXACT,FT-Q-V01-088,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-09,FT-A2015,2015,9,adverse effects of climate change,adverse effects of climate change,modern climate change,FT-C-MODERN_CLIMATE_CHANGE,"Modern climate change as an anthropogenic scientific, public, or governance problem.",FT-LF-Q-4A17A2435FFF,climate,FT-F04,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-09; original visible ID not available",FT-NGM-4A17A2435FFF3B,adverse effects of climate change,EXACT,FT-Q-V01-089,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-10,FT-A2015,2015,10,greenhouse gas emissions,greenhouse gas emissions,anthropogenic greenhouse-gas emissions,FT-C-ANTHROPOGENIC_GREENHOUSE_GAS_EMISSIONS,Human-produced greenhouse-gas emissions in scientific or governance framing.,FT-LF-Q-0FEA124CFE8A,carbon_greenhouse,FT-F05,B,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-10; original visible ID not available",FT-NGM-0FEA124CFE8AD1,greenhouse gas emissions,EXACT,FT-Q-V01-090,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-11,FT-A2015,2015,11,climate resilience,climate resilience,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-74C781F8B471,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-11; original visible ID not available",FT-NGM-74C781F8B4715A,climate resilience,EXACT,FT-Q-V01-091,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-12,FT-A2015,2015,12,vulnerability,vulnerability,vulnerability,FT-C-VULNERABILITY,Susceptibility of an identified subject or group to harm.,FT-LF-Q-32CEACC06E89,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-12; original visible ID not available",FT-NGM-32CEACC06E8970,vulnerability,EXACT,FT-Q-V01-092,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-13,FT-A2015,2015,13,vulnerable groups,vulnerable groups,vulnerability,FT-C-VULNERABILITY,Susceptibility of an identified subject or group to harm.,FT-LF-Q-D85759F293D4,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-13; original visible ID not available",FT-NGM-D85759F293D4BF,vulnerable groups,EXACT,FT-Q-V01-093,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-14,FT-A2015,2015,14,loss and damage,loss and damage,loss and damage,FT-C-LOSS_AND_DAMAGE,The climate-governance domain of loss and damage.,FT-LF-LOSS_AND_DAMAGE,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-14; original visible ID not available",FT-NGM-9489A09CE2FBD9,loss and damage,EXACT,FT-Q-V01-094,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-15,FT-A2015,2015,15,extreme weather events,extreme weather events,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-32D51A9AA63C,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-15; original visible ID not available",FT-NGM-32D51A9AA63C45,extreme weather events,EXACT,FT-Q-V01-095,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-16,FT-A2015,2015,16,slow onset events,slow onset events,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-38862CA17A26,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-16; original visible ID not available",FT-NGM-38862CA17A267F,slow onset events,EXACT,FT-Q-V01-096,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-17,FT-A2015,2015,17,risk of loss and damage,risk of loss and damage,administrative risk assessment,FT-C-ADMINISTRATIVE_RISK_ASSESSMENT,Risk managed or assessed through institutional procedure.,FT-LF-Q-64B71C832806,risk,FT-F12,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-17; original visible ID not available",FT-NGM-64B71C832806EB,risk of loss and damage,EXACT,FT-Q-V01-097,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-18,FT-A2015,2015,18,early warning systems,early warning systems,generic damage,FT-C-GENERIC_DAMAGE,"Generic material, ecological, or social damage.",FT-LF-Q-7B19E541DDA7,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-18; original visible ID not available",FT-NGM-7B19E541DDA78C,early warning systems,EXACT,FT-Q-V01-098,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-19,FT-A2015,2015,19,emergency preparedness,emergency preparedness,emergency response category,FT-C-EMERGENCY_RESPONSE_CATEGORY,Emergency preparedness or response as a governance procedure.,FT-LF-Q-40CDA2B3D460,crisis_emergency,FT-F13,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-19; original visible ID not available",FT-NGM-40CDA2B3D460F7,emergency preparedness,EXACT,FT-Q-V01-099,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-20,FT-A2015,2015,20,irreversible and permanent loss and damage,irreversible and permanent loss and damage,loss and damage,FT-C-LOSS_AND_DAMAGE,The climate-governance domain of loss and damage.,FT-LF-Q-45577BBD6F3D,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-20; original visible ID not available",FT-NGM-45577BBD6F3D34,irreversible and permanent loss and damage,EXACT,FT-Q-V01-100,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-21,FT-A2015,2015,21,comprehensive risk assessment and management,comprehensive risk assessment and management,administrative risk assessment,FT-C-ADMINISTRATIVE_RISK_ASSESSMENT,Risk managed or assessed through institutional procedure.,FT-LF-Q-9050F47C99AD,risk,FT-F12,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-21; original visible ID not available",FT-NGM-9050F47C99ADE7,comprehensive risk assessment and management,EXACT,FT-Q-V01-142,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
FT-SEED-R1B-P-2015-22,FT-A2015,2015,22,non-economic losses,non-economic losses,non-economic losses,FT-C-NON_ECONOMIC_LOSSES,Non-economic loss as a distinct governance category.,FT-LF-NON_ECONOMIC_LOSSES,harm_loss_consequences,FT-F14,D,V2,E5,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-22; original visible ID not available",FT-NGM-832026D3AF87E6,non-economic losses,EXACT,FT-Q-P180-AF35B6022DCF,Candidate surface form is directly representable in the public Ngram interface.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf",11,RECONSTRUCTED_FROM_REPORT
