Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Layer,Voice,Expression Mode,Evidence Source,Candidate Provenance,Ngram Status,Measurement Form,Mapping Type,First Non-Zero Year,Peak Year,Peak Frequency,Anchor Frequency,Context Window Mean,2022 Frequency,Ngram Note,Dictionary Status,Dictionary Source,Historical Sense,Modern Sense,Anchor Sense Match,Polysemy / Ambiguity,Dictionary Note,Search Source,Search Query,Search Exactness,Search Status,Result Count,Date-Window Count,Retrieval Date,Search Note,Coverage Status,Remaining Annotation Gap,Review Priority
FT-SEED-R1B-P-1842-11,1842,11,wet bulb thermometer,local / instrumental temperature,temperature_threshold,A,V1,NOT_EXPOSED_IN_REPORT,S1842-RS-COLABA,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-11; original visible ID not available",SUCCEEDED_REUSED_BASELINE,wet bulb thermometer,EXACT,1842,1869,1.703290762877785e-07,7.550155167734829e-09,5.215477506814725e-08,7.142087012079745e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: thermometer.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/wet%20bulb%20thermometer; https://websters1913.timcieplowski.com/word/thermometer/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""wet bulb thermometer"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,7,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-12,1842,12,meteorological observations,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S1842-RS-COLABA,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-12; original visible ID not available",SUCCEEDED_REUSED_BASELINE,meteorological observations,EXACT,1842,1875,1.7900506604495714e-06,9.468428674996865e-07,8.245251478522508e-07,6.520955656008631e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: observations.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20observations; https://websters1913.timcieplowski.com/word/observations/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""meteorological observations"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1458,94,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-13,1842,13,meteorological journal,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S1842-ROSS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-13; original visible ID not available",SUCCEEDED_REUSED_BASELINE,meteorological journal,EXACT,1842,1842,5.256654992402687e-07,5.256654992402687e-07,2.929219990871479e-07,2.964070766608984e-09,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: journal.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/meteorological%20journal; https://websters1913.timcieplowski.com/word/journal/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""meteorological journal"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,411,19,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-14,1842,14,weather,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S1842-LEICHHARDT-L,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-14; original visible ID not available",SUCCEEDED_REUSED_BASELINE,weather,EXACT,1842,1928,6.017915046766659e-05,4.3293189150972466e-05,4.177567043939234e-05,3.1858087396925694e-05,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: weather.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://websters1913.timcieplowski.com/word/weather/; https://api.dictionaryapi.dev/api/v2/entries/en/weather,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""weather"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,67834,123,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-15,1842,15,climate,historical climate / climatological condition,climate,B,V1,NOT_EXPOSED_IN_REPORT,S1842-LEICHHARDT-L,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-15; original visible ID not available",SUCCEEDED_REUSED_BASELINE,climate,EXACT,1842,2022,6.484931783038578e-05,3.055828983633546e-05,2.7172661063445958e-05,6.484931783038578e-05,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),"A regional or prevailing atmospheric condition understood through meteorological observation, not the modern issue label 'climate change'.",Modern climate commonly denotes long-term statistical weather conditions or the coupled climate system; it does not by itself mean the modern issue label 'climate change'.,PARTIAL,Historical meteorological climate and modern climate-system/change senses overlap only partly; business/social metaphor senses are excluded.,Secondary: Component headword checked: climate.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://websters1913.timcieplowski.com/word/climate/; https://api.dictionaryapi.dev/api/v2/entries/en/climate,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""climate"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,76386,140,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-16,1842,16,sun's heat,physical heat source / state,heat,A,V1,NOT_EXPOSED_IN_REPORT,S1842-ROSS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-16; original visible ID not available",ZERO_RESPONSE_REUSED_BASELINE,sun's heat,EXACT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,"Candidate surface form is directly representable in the public Ngram interface. The audited executable rule returned an empty Ngram payload; retained as source/query zero-response evidence, not historical absence.",NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.","Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Secondary: Component headword checked: heat.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/sun%27s%20heat; https://websters1913.timcieplowski.com/word/heat/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""sun's heat"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,42,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-17,1842,17,radiation of the heat,physical heat source / state,heat,B,V1,NOT_EXPOSED_IN_REPORT,S1842-ROSS,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-17; original visible ID not available",SUCCEEDED_REUSED_BASELINE,radiation of the heat,EXACT,1842,1850,2.7596689378128758e-08,5.867545560533927e-09,6.7355773181176914e-09,5.081168263920688e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.","Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: heat.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/radiation%20of%20the%20heat; https://websters1913.timcieplowski.com/word/heat/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""radiation of the heat"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,1,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-18,1842,18,changes of temperature,local / instrumental temperature,temperature_threshold,A,V2,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1842-18; original visible ID not available",SUCCEEDED_REUSED_BASELINE,changes of temperature,EXACT,1842,1884,9.022425947469159e-07,6.602953730450167e-07,4.767976034547594e-07,6.394769389017618e-08,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: temperature.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/changes%20of%20temperature; https://websters1913.timcieplowski.com/word/temperature/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""changes of temperature"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,75,4,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: Scholarly work discoverability count over OpenAlex search fields; not a corpus word frequency.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-19,1842,19,excessive heat,extreme-heat hazard,heat,D,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1842-19; original visible ID not available",SUCCEEDED_REUSED_BASELINE,excessive heat,EXACT,1842,1842,4.7277645354171227e-07,4.7277645354171227e-07,4.305090330891659e-07,1.6687275639082344e-07,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",Extreme heat framed as a hazard with health or social consequences; the candidate is interpreted in its documented anchor and voice context.,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Secondary: Component headword checked: heat.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/excessive%20heat; https://websters1913.timcieplowski.com/word/heat/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""excessive heat"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,165,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-20,1842,20,heat of the men,embodied heat exposure,heat,A,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.7; project candidate FT-SEED-R1B-P-1842-20; original visible ID not available",SUCCEEDED_REUSED_BASELINE,heat of the men,EXACT,1842,1864,7.825550873974407e-09,7.334431950667408e-10,2.6111680595519715e-09,1.524350368153904e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.","Heat experienced by bodies in occupational, domestic, or environmental settings; the candidate is interpreted in its documented anchor and voice context.",STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Secondary: Component headword checked: men.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20of%20the%20men; https://websters1913.timcieplowski.com/word/men/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""heat of the men"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-21,1842,21,heat of the irons,physical heat source / state,heat,A,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-21; original visible ID not available",SUCCEEDED_REUSED_BASELINE,heat of the irons,EXACT,1842,1843,6.583029232842819e-09,1.4668863901334817e-09,4.098238637340046e-09,1.016233625028562e-10,Candidate surface form is directly representable in the public Ngram interface. Complete 1842–2022 unsmoothed series reused from the audited quantitative-v0.1 baseline.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.","Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.",STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Secondary: Component headword checked: irons.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/heat%20of%20the%20irons; https://websters1913.timcieplowski.com/word/irons/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""heat of the irons"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-22,1842,22,most suffocating,generic damage,harm_loss_consequences,D,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-22; original visible ID not available",SUCCEEDED_NEW,most suffocating,EXACT,1842,1842,1.6769696742358065e-08,1.6769696742358065e-08,1.1918405373734231e-08,1.946554029075287e-09,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: suffocating.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/most%20suffocating; https://websters1913.timcieplowski.com/word/suffocating/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""most suffocating"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_ZERO,0,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-23,1842,23,faint away,generic damage,harm_loss_consequences,D,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-23; original visible ID not available",SUCCEEDED_NEW,faint away,EXACT,1842,1854,1.1952927536640345e-07,7.030372728422662e-08,7.127352741331805e-08,2.092545509091437e-08,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Secondary: Component headword checked: away.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/faint%20away; https://websters1913.timcieplowski.com/word/away/",INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""faint away"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,2,0,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
FT-SEED-R1B-P-1842-24,1842,24,perspiration,generic damage,harm_loss_consequences,D,V5,NOT_EXPOSED_IN_REPORT,S1842-CHADWICK,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.6; project candidate FT-SEED-R1B-P-1842-24; original visible ID not available",SUCCEEDED_NEW,perspiration,EXACT,1842,1850,3.977690766987507e-06,3.651665382520264e-06,3.703881898964312e-06,1.4236373244713718e-06,Candidate surface form is directly representable in the public Ngram interface. New unsmoothed 1842–2022 series retrieved for the candidate audit.,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,Secondary: Component headword checked: perspiration.; historical: Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable; source: https://websters1913.timcieplowski.com/word/perspiration/; https://api.dictionaryapi.dev/api/v2/entries/en/perspiration,INTERNET_ARCHIVE_METADATA_TEXT_ITEM_COUNT,"""perspiration"" AND mediatype:texts",EXACT_PHRASE,COMPLETED_NONZERO,551,2,2026-08-26,Metadata text-item count; not a full-text lexical frequency. Secondary metric: NOT_RUN_OPENALEX_DAILY_BUDGET_EXHAUSTED: shared provider response retained; no count fabricated.,FULLY_COVERED,PENDING_SOURCE_REVIEW,MEDIUM
