Candidate ID,Anchor,Rank,Surface Form,Normalised Concept,Lexical Family,Dictionary Status,Direct Headword Exists,Primary Source,Secondary Source,Historical / Domain Source,Concise Definition Paraphrase,Historically Relevant Sense,Modern Sense,Anchor Sense Match,First Attestation,Polysemy Warning,Source Citation / Link,Access Date,Candidate Provenance
FT-SEED-R1B-P-2015-24,2015,24,climate justice,generic damage,harm_loss_consequences,TECHNICAL_GLOSSARY,NO,IPCC AR6 glossary and assessment usage,Component headword checked: justice.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"An evaluative framework concerned with fair distribution of climate harms, responsibilities, participation, and remedies.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","An evaluative framework concerned with fair distribution of climate harms, responsibilities, participation, and remedies.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/report/ar6/syr/downloads/report/IPCC_AR6_SYR_FullVolume.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20justice; https://websters1913.timcieplowski.com/word/justice/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-24; original visible ID not available"
FT-SEED-R1B-P-2015-25,2015,25,very worried,participant worry endorsement,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.","Contemporary worry wording may describe affect, but in the cited survey setting it is instrument-supplied and participant endorsement is elicited rather than spontaneous.",STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/very%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-25; original visible ID not available"
FT-SEED-R1B-P-2015-26,2015,26,somewhat worried,participant worry endorsement,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/somewhat%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-26; original visible ID not available"
FT-SEED-R1B-P-2015-27,2015,27,very serious problem,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: problem.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/very%20serious%20problem; https://websters1913.timcieplowski.com/word/problem/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-27; original visible ID not available"
FT-SEED-R1B-P-2015-28,2015,28,harm them personally,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: harm.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/harm%20them%20personally; https://websters1913.timcieplowski.com/word/harm/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-28; original visible ID not available"
FT-SEED-R1B-P-2015-29,2015,29,drought or water shortages,generic damage,harm_loss_consequences,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: shortages.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.","Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/drought%20or%20water%20shortages; https://websters1913.timcieplowski.com/word/shortages/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-29; original visible ID not available"
FT-SEED-R1B-P-2015-30,2015,30,We are nature defending itself,personal concern,concern_alarm,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: defending.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/We%20are%20nature%20defending%20itself; https://websters1913.timcieplowski.com/word/defending/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.11; project candidate FT-SEED-R1B-P-2015-30; original visible ID not available"
FT-SEED-R1B-P-2022-01,2022,1,climate change,modern climate change,climate,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A persistent change in the state or variability of climate; institutional definitions differ on whether human attribution is required.,"The established modern issue label for sustained climatic change, used in institutional, scientific, or public contexts depending on voice.",A persistent change in the state or variability of climate; institutional definitions differ on whether human attribution is required.,STRONG,NOT_LOCATED,The modern issue label must still be distinguished from generic change and historical climatic variability.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20change; https://websters1913.timcieplowski.com/word/change/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-01; original visible ID not available"
FT-SEED-R1B-P-2022-02,2022,2,global warming,global warming as issue label,warming,TECHNICAL_GLOSSARY,NO,IPCC climate-science glossary / assessment terminology,Component headword checked: warming.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.","The long-term rise in global mean surface temperature, commonly used as an established issue label in modern climate discourse.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/global%20warming; https://websters1913.timcieplowski.com/word/warming/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-02; original visible ID not available"
FT-SEED-R1B-P-2022-03,2022,3,very worried,participant worry endorsement,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.","Contemporary worry wording may describe affect, but in the cited survey setting it is instrument-supplied and participant endorsement is elicited rather than spontaneous.",STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/very%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-03; original visible ID not available"
FT-SEED-R1B-P-2022-04,2022,4,somewhat worried,participant worry endorsement,worry,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/somewhat%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-04; original visible ID not available"
FT-SEED-R1B-P-2022-05,2022,5,afraid,participant afraid endorsement,fear_afraid,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: afraid.,Webster's Revised Unabridged Dictionary (1913 public-domain edition),Participant endorsement of a supplied afraid category; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Participant endorsement of a supplied afraid category; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/afraid/; https://api.dictionaryapi.dev/api/v2/entries/en/afraid,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-05; original visible ID not available"
FT-SEED-R1B-P-2022-06,2022,6,anxious,anxious affect,anxiety,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: anxious.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Anxious feeling directly expressed or endorsed by a participant; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Anxious feeling directly expressed or endorsed by a participant; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/anxious/; https://api.dictionaryapi.dev/api/v2/entries/en/anxious,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-06; original visible ID not available"
FT-SEED-R1B-P-2022-07,2022,7,hopeless,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hopeless.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hopeless/; https://api.dictionaryapi.dev/api/v2/entries/en/hopeless,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-07; original visible ID not available"
FT-SEED-R1B-P-2022-08,2022,8,sad,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: sad.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/sad/; https://api.dictionaryapi.dev/api/v2/entries/en/sad,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-08; original visible ID not available"
FT-SEED-R1B-P-2022-09,2022,9,angry,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: angry.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/angry/; https://api.dictionaryapi.dev/api/v2/entries/en/angry,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-09; original visible ID not available"
FT-SEED-R1B-P-2022-10,2022,10,frustrated,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: frustrated.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/frustrated/; https://api.dictionaryapi.dev/api/v2/entries/en/frustrated,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-10; original visible ID not available"
FT-SEED-R1B-P-2022-11,2022,11,hopeful,personal concern,concern_alarm,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: hopeful.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/hopeful/; https://api.dictionaryapi.dev/api/v2/entries/en/hopeful,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-11; original visible ID not available"
FT-SEED-R1B-P-2022-12,2022,12,disgusted,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: disgusted.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/disgusted/; https://api.dictionaryapi.dev/api/v2/entries/en/disgusted,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-12; original visible ID not available"
FT-SEED-R1B-P-2022-13,2022,13,outraged,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: outraged.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/outraged/; https://api.dictionaryapi.dev/api/v2/entries/en/outraged,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-13; original visible ID not available"
FT-SEED-R1B-P-2022-14,2022,14,depressed,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: depressed.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/depressed/; https://api.dictionaryapi.dev/api/v2/entries/en/depressed,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-14; original visible ID not available"
FT-SEED-R1B-P-2022-15,2022,15,symptoms of anxiety,anxiety symptom measure,anxiety,NO_STANDALONE_HEADWORD,NO,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: anxiety.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Anxiety operationalised as a symptom or health measure; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Anxiety operationalised as a symptom or health measure; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/symptoms%20of%20anxiety; https://websters1913.timcieplowski.com/word/anxiety/",2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-15; original visible ID not available"
FT-SEED-R1B-P-2022-16,2022,16,climate anxiety,climate anxiety research construct,anxiety,TECHNICAL_GLOSSARY,NO,American Psychological Association / ecoAmerica mental-health terminology,Component headword checked: anxiety.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,An apprehensive or distress-related response associated with climate change; in the 2022 evidence it is primarily a research construct unless participant self-use is separately shown.,A 2022 research construct for anxiety or distress related to climate change; lay self-labelling requires independent source evidence.,"Current usage can refer to climate-related apprehension or distress, but researcher construct, instrument wording and participant self-description remain distinct evidence states.",PARTIAL,NOT_LOCATED,"Researcher-coded construct, instrument wording, symptoms, and participant self-use must remain distinct.",https://www.apa.org/news/press/releases/2021/11/mental-health-effects-climate-change; https://api.dictionaryapi.dev/api/v2/entries/en/climate%20anxiety; https://websters1913.timcieplowski.com/word/anxiety/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-16; original visible ID not available"
FT-SEED-R1B-P-2022-17,2022,17,eco-anxiety,eco-anxiety research construct,anxiety,TECHNICAL_GLOSSARY,NO,American Psychological Association / ecoAmerica mental-health terminology,Component headword checked: eco-anxiety.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Persistent worry or distress associated with environmental and ecological threats; provenance is required to distinguish clinical/research labelling from self-description.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Persistent worry or distress associated with environmental and ecological threats; provenance is required to distinguish clinical/research labelling from self-description.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.apa.org/news/press/releases/2021/11/mental-health-effects-climate-change; https://api.dictionaryapi.dev/api/v2/entries/en/eco-anxiety; https://websters1913.timcieplowski.com/word/eco-anxiety/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-17; original visible ID not available"
FT-SEED-R1B-P-2022-18,2022,18,psychological distress,psychological distress,distress_depression,TECHNICAL_GLOSSARY,NO,World Health Organization mental-health terminology,Component headword checked: distress.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.who.int/news-room/fact-sheets/detail/climate-change-and-health; https://api.dictionaryapi.dev/api/v2/entries/en/psychological%20distress; https://websters1913.timcieplowski.com/word/distress/,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.12; project candidate FT-SEED-R1B-P-2022-18; original visible ID not available"
FT-SEED-R1B-P-2022-19,2022,19,distress,psychological distress,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: distress.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/distress/; https://api.dictionaryapi.dev/api/v2/entries/en/distress,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-19; original visible ID not available"
FT-SEED-R1B-P-2022-20,2022,20,powerlessness,depressed affect,distress_depression,DIRECT_HEADWORD,YES,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: powerlessness.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,STRONG,NOT_LOCATED,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/powerlessness/; https://api.dictionaryapi.dev/api/v2/entries/en/powerlessness,2026-08-26,"RECONSTRUCTED_FROM_REPORT; Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf; p.13; project candidate FT-SEED-R1B-P-2022-20; original visible ID not available"
