dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-B9D01F30C29F45,serious global threat,serious global threat,FT-SEED-R1B-P-0607-12,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/serious%20global%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,0,,,threat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0019D3023F07AA,serious problem,serious problem,FT-SEED-R1B-P-0607-24,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: problem.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/serious%20problem; https://websters1913.timcieplowski.com/word/problem/",2026-08-26,0,,,problem,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-53AFA7D9A004B7,severe economic and social dislocation,severe economic and social dislocation,FT-SEED-R1B-P-1988-22,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: dislocation.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/severe%20economic%20and%20social%20dislocation; https://websters1913.timcieplowski.com/word/dislocation/",2026-08-26,0,,,dislocation,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-F101AFA2C02D81,sickness and mortality,sickness and mortality,FT-SEED-R1B-P-1842-29,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: mortality.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Death or mortality attributed to heat or climate consequences; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/sickness%20and%20mortality; https://websters1913.timcieplowski.com/word/mortality/",2026-08-26,0,,,mortality,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-6398ACE2A1A8D2,sky radiation,sky radiation,FT-SEED-R1B-P-1938-08,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: radiation.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/sky%20radiation; https://websters1913.timcieplowski.com/word/radiation/",2026-08-26,0,,,radiation,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-38862CA17A267F,slow onset events,slow onset events,FT-SEED-R1B-P-2015-16,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: events.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/slow%20onset%20events; https://websters1913.timcieplowski.com/word/events/,2026-08-26,0,,,events,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-B36050736DBB1E,small increases in mean temperature,small increases in mean temperature,FT-SEED-R1B-P-1938-16,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: temperature.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A temporally or spatially averaged temperature value; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/small%20increases%20in%20mean%20temperature; https://websters1913.timcieplowski.com/word/temperature/",2026-08-26,0,,,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-AFDF367E346E94,somewhat worried,somewhat worried,FT-SEED-R1B-P-2015-26; FT-SEED-R1B-P-2022-04,2,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/somewhat%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,0,,,worried,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-A3B7BAD260FF5B,standard thermometer,standard thermometer,FT-SEED-R1B-P-1842-08,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: thermometer.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/standard%20thermometer; https://websters1913.timcieplowski.com/word/thermometer/",2026-08-26,0,,,thermometer,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-1E6F47D372F694,suffered more from cold than from heat,suffered more from cold than from heat,FT-SEED-R1B-P-1842-28,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/suffered%20more%20from%20cold%20than%20from%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-888F8647F9E3D6,sun's heat,sun's heat,FT-SEED-R1B-P-1842-16,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/sun%27s%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-B621300AB03ECF,symptoms of anxiety,symptoms of anxiety,FT-SEED-R1B-P-2022-15,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: anxiety.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Anxiety operationalised as a symptom or health measure; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/symptoms%20of%20anxiety; https://websters1913.timcieplowski.com/word/anxiety/",2026-08-26,0,,,anxiety,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-B314AE60CB741E,temperature,temperature,FT-SEED-R1B-P-1842-01,1,DIRECT_HEADWORD,DictionaryAPI.dev English entry (Wiktionary-derived open lexical data),DictionaryAPI.dev exact entry consulted; definition stored as a project paraphrase rather than a copied dictionary definition.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://api.dictionaryapi.dev/api/v2/entries/en/temperature; https://websters1913.timcieplowski.com/word/temperature/,2026-08-26,200,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/76f35c4162a0059328b8140be7e6ed759dbf397e60957f1478bc023f0fd1fe7f.json,2b5cdcc1bab575af1584bacf24ee8a826914a68d2916d57473765495d4c722f3,temperature,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-DE8D266C4DC974,temperature increase,temperature increase,FT-SEED-R1B-P-0607-05,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: increase.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"An observed, estimated, or projected increase in temperature; the candidate is interpreted in its documented anchor and voice context.","A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20increase; https://websters1913.timcieplowski.com/word/increase/,2026-08-26,0,,,increase,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9F9F95F5AF71D2,temperature observations,temperature observations,FT-SEED-R1B-P-1938-11,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: observations.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=7; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20observations; https://websters1913.timcieplowski.com/word/observations/",2026-08-26,0,,,observations,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-4D7B02AFB69C96,temperature of the air in shade,temperature of the air in shade,FT-SEED-R1B-P-1842-03,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: shade.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/temperature%20of%20the%20air%20in%20shade; https://websters1913.timcieplowski.com/word/shade/",2026-08-26,0,,,shade,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-93D1EFB3B9F9B7,threat of climate change,threat of climate change,FT-SEED-R1B-P-2015-02,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: change.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern climate change as an anthropogenic scientific, public, or governance problem; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/threat%20of%20climate%20change; https://websters1913.timcieplowski.com/word/change/",2026-08-26,0,,,change,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-CB4737FF4DB799,threatens serious negative effects,threatens serious negative effects,FT-SEED-R1B-P-0607-30,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: effects.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/threatens%20serious%20negative%20effects; https://websters1913.timcieplowski.com/word/effects/",2026-08-26,0,,,effects,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E13A0289AC48A8,too much carbon dioxide is dangerous,too much carbon dioxide is dangerous,FT-SEED-R1B-P-1988-30,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: dangerous.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Carbon dioxide as an atmospheric constituent; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/too%20much%20carbon%20dioxide%20is%20dangerous; https://websters1913.timcieplowski.com/word/dangerous/",2026-08-26,0,,,dangerous,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-9C756D0F99F7BA,unbearable heat,unbearable heat,FT-SEED-R1B-P-1938-30,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Extreme heat framed as a hazard with health or social consequences; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/unbearable%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-EB0AC7A243F721,unequivocal,unequivocal,FT-SEED-R1B-P-0607-02,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: unequivocal.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/unequivocal/; https://api.dictionaryapi.dev/api/v2/entries/en/unequivocal,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/d9f99f815aee1fdc24d3f6c966b3cd5bec0f521e538846bad893e87f681f8d8e.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,unequivocal,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-854DC9981B7658,urgent global response,urgent global response,FT-SEED-R1B-P-0607-13,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: response.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/urgent%20global%20response; https://websters1913.timcieplowski.com/word/response/",2026-08-26,0,,,response,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-54BC12F2B57810,urgent threat,urgent threat,FT-SEED-R1B-P-0607-26,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=10; https://api.dictionaryapi.dev/api/v2/entries/en/urgent%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,0,,,threat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-87A2FEC0142E96,very serious problem,very serious problem,FT-SEED-R1B-P-2015-27,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: problem.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=11; https://api.dictionaryapi.dev/api/v2/entries/en/very%20serious%20problem; https://websters1913.timcieplowski.com/word/problem/",2026-08-26,0,,,problem,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-136422D0188728,very serious threat,very serious threat,FT-SEED-R1B-P-2022-28,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: threat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Climate change framed as an institutional threat; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/very%20serious%20threat; https://websters1913.timcieplowski.com/word/threat/",2026-08-26,0,,,threat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-DBC51F52C218DC,very worried,very worried,FT-SEED-R1B-P-2015-25; FT-SEED-R1B-P-2022-03,2,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: worried.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A participant selection or endorsement of a supplied worry category; the candidate is interpreted in its documented anchor and voice context.,"Survey or instrument wording used to elicit and classify participant endorsement; the response may be participant evidence, but the lexical wording is supplied.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Elicited endorsement, question wording, and spontaneous participant vocabulary are distinct provenance states.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/very%20worried; https://websters1913.timcieplowski.com/word/worried/",2026-08-26,0,,,worried,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-32CEACC06E8970,vulnerability,vulnerability,FT-SEED-R1B-P-2015-12,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: vulnerability.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Susceptibility of an identified subject or group to harm; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/vulnerability; https://websters1913.timcieplowski.com/word/vulnerability/,2026-08-26,0,,,vulnerability,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-D85759F293D4BF,vulnerable groups,vulnerable groups,FT-SEED-R1B-P-2015-13,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: groups.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Susceptibility of an identified subject or group to harm; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/vulnerable%20groups; https://websters1913.timcieplowski.com/word/groups/,2026-08-26,0,,,groups,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-D7C73CC693A531,warm air,warm air,FT-SEED-R1B-P-1988-14,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: air.,Webster's Revised Unabridged Dictionary (1913 public-domain edition),A local or instrument-specific temperature reading; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/air/; https://api.dictionaryapi.dev/api/v2/entries/en/warm%20air,2026-08-26,0,,,air,200,data/fear-temperature/priority180/dictionary/raw/webster1913/6a4e26e580ea29285b3d05e8590921a52710b0a36e84dda942ddafc2e0a35040.json,5686bb37c09bdc685f4a2328f68cbbf958c35185e5576415b068505edee43fef,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-5CB98FEF6FA43A,warming of the climate system,warming of the climate system,FT-SEED-R1B-P-0607-01,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: system.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Warming attributed to or observed across the climate system; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/warming%20of%20the%20climate%20system; https://websters1913.timcieplowski.com/word/system/,2026-08-26,0,,,system,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
